Common name,GPCRdb ID,Type,Reference ligand,Fold selectivity (Affinity),# tested GPCRs (Affinity),Species,Mol weight,Rot bonds,H don,H acc,LogP,Smiles
rauwolscine,3240,Smallmolecule,None,-85,16,Human,354,1,2,4,2.6,COC(=O)[C@@H]1[C@@H](O)CC[C@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1
Rec15/3079,3247,Smallmolecule,None,-,1,Human,466,8,0,6,4.3,COc1ccccc1N1CCN(CC1)CCN(c1ccccc1[N+](=O)[O-])C(=O)C1CCCCC1
repinotan,3264,Smallmolecule,None,-,1,Human,400,7,1,5,2.6,O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2c(O1)cccc2
ritanserin,3280,Smallmolecule,None,-1621,29,Human,477,5,0,5,5.5,Fc1ccc(cc1)C(=C1CCN(CC1)CCc1c(C)nc2n(c1=O)ccs2)c1ccc(cc1)F
ritanserin,3280,Smallmolecule,None,-1621,29,Human,477,5,0,5,5.5,Fc1ccc(cc1)C(=C1CCN(CC1)CCc1c(C)nc2n(c1=O)ccs2)c1ccc(cc1)F
robalzotan,3314,Smallmolecule,None,-,1,Human,318,4,1,3,2.6,NC(=O)c1ccc(c2c1C[C@H](CO2)N(C1CCC1)C1CCC1)F
ropinirole,3318,Smallmolecule,None,-9,25,Human,260,7,1,2,3.5,CCCN(CCC)CCc1cccc2c1CC(=N2)O
ropinirole,3318,Smallmolecule,None,-9,25,Human,260,7,1,2,3.5,CCCN(CCC)CCc1cccc2c1CC(=N2)O
ropinirole,3318,Smallmolecule,None,-9,25,Human,260,7,1,2,3.5,CCCN(CCC)CCc1cccc2c1CC(=N2)O
roxindole,3321,Smallmolecule,None,5,21,Human,346,6,2,2,5,Oc1ccc2c(c1)c(CCCCN1CCC(=CC1)c1ccccc1)c[nH]2
roxindole,3321,Smallmolecule,None,5,21,Human,346,6,2,2,5,Oc1ccc2c(c1)c(CCCCN1CCC(=CC1)c1ccccc1)c[nH]2
roxindole,3321,Smallmolecule,None,5,21,Human,346,6,2,2,5,Oc1ccc2c(c1)c(CCCCN1CCC(=CC1)c1ccccc1)c[nH]2
RS-30199,3342,Smallmolecule,None,-5,2,Human,235,0,0,1,3.2,CN1CCc2c3C(C1)CCCc3ccc2Cl
RU24969,3361,Smallmolecule,None,3,13,Human,228,2,2,2,2.6,COc1ccc2c(c1)c(c[nH]2)C1=CCNCC1
(R)-UH301,3362,Smallmolecule,None,26,2,Human,265,5,1,2,3.5,CCCN([C@@H]1CCc2c(C1)c(O)ccc2F)CCC
S-14506,3373,Smallmolecule,None,-,1,Human,407,6,1,4,3.5,COc1ccc2c(c1)c(ccc2)N1CCN(CC1)CCNC(=O)c1ccc(cc1)F
S-14506,3373,Smallmolecule,None,-,1,Human,407,6,1,4,3.5,COc1ccc2c(c1)c(ccc2)N1CCN(CC1)CCNC(=O)c1ccc(cc1)F
S-14671,3374,Smallmolecule,None,12,2,Human,395,6,1,5,3.5,COc1ccc2c(c1)c(ccc2)N1CCN(CC1)CCNC(=O)c1cccs1
S16924,3376,Smallmolecule,None,-3,5,Human,385,7,0,5,3.6,Fc1ccc(cc1)C(=O)CC1CCN(C1)CCOc1cccc2c1OCCO2
salvinorinA,3408,Smallmolecule,3H-8-OH-DPAT,-2398,40,Human,432,3,0,8,3,COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)C[C@H](OC1=O)c1cocc1
SB204070,3434,Smallmolecule,UNDEFINED,-48977,15,Human,382,6,1,6,3.4,CCCCN1CCC(CC1)COC(=O)c1cc(Cl)c(c2c1OCCO2)N
SB216641,3440,Smallmolecule,None,-301,10,Human,486,9,1,7,5.2,COc1ccc(cc1OCCN(C)C)NC(=O)c1ccc(cc1)c1ccc(cc1C)c1noc(n1)C
SB216641,3440,Smallmolecule,None,-301,10,Human,486,9,1,7,5.2,COc1ccc(cc1OCCN(C)C)NC(=O)c1ccc(cc1)c1ccc(cc1C)c1noc(n1)C
SB224289,3444,Smallmolecule,35S-GTPGammaS,-275,13,Human,520,3,0,6,5.6,CN1CCC2(CC1)COc1c2cc2c(c1)CCN2C(=O)c1ccc(cc1)c1ccc(cc1C)c1noc(n1)C
SB-282241,3460,Smallmolecule,None,-31,13,Human,499,9,3,3,6.4,O=C(/C=C/c1ccc(c(c1)Cl)Cl)NCCCCCN1CCC(CC1)c1c[nH]c2c1cc(O)cc2
SCH-23390,3493,Smallmolecule,3H-8-OH-DPAT,-338,9,Human,287,1,1,2,3.7,CN1CCc2c(C(C1)c1ccccc1)cc(c(c2)Cl)O
sertindole,3533,Smallmolecule,None,-295,48,Human,440,5,1,3,4.6,Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCNC1=O
sertindole,3533,Smallmolecule,None,-295,48,Human,440,5,1,3,4.6,Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCNC1=O
sertindole,3533,Smallmolecule,None,-295,48,Human,440,5,1,3,4.6,Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCNC1=O
sertindole,3533,Smallmolecule,None,-295,48,Human,440,5,1,3,4.6,Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCNC1=O
SKF-38393,3556,Smallmolecule,3H-8-OH-DPAT,-181,17,Human,255,1,3,3,2.4,Oc1cc2CCNCC(c2cc1O)c1ccccc1
SKF-81297,3559,Smallmolecule,3H-8-OH-DPAT,-2818,7,Human,289,1,3,3,3,Oc1c(O)cc2c(c1Cl)CCNCC2c1ccccc1
SKF-82958,3560,Smallmolecule,3H-8-OH-DPAT,-389,7,Human,329,3,2,3,3.9,C=CCN1CCc2c(C(C1)c1ccccc1)cc(c(c2Cl)O)O
spiroxatrine,3599,Smallmolecule,None,-6,17,Human,379,3,1,5,2.3,O=C1NCN(C21CCN(CC2)CC1COc2c(O1)cccc2)c1ccccc1
spiroxatrine,3599,Smallmolecule,None,-6,17,Human,379,3,1,5,2.3,O=C1NCN(C21CCN(CC2)CC1COc2c(O1)cccc2)c1ccccc1
spiroxatrine,3599,Smallmolecule,None,-6,17,Human,379,3,1,5,2.3,O=C1NCN(C21CCN(CC2)CC1COc2c(O1)cccc2)c1ccccc1
(-)-stepholidine,3635,Smallmolecule,3H-8-OH-DPAT,-33,34,Human,327,2,2,5,2.8,COc1cc2CCN3[C@H](c2cc1O)Cc1c(C3)c(OC)c(cc1)O
sulpiride,3647,Smallmolecule,3H-8-OH-DPAT,-93,25,Human,341,6,2,5,0.6,CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N
sumanirole,3650,Smallmolecule,None,-1,3,Human,203,1,2,3,0.5,CN[C@@H]1Cc2cccc3c2n(C1)c(=O)[nH]3
tamoxifen,3690,Smallmolecule,None,7,35,Human,371,8,0,2,6,CC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1
tamsulosin,3692,Smallmolecule,None,-16,16,Human,408,11,2,6,2.3,CCOc1ccccc1OCCN[C@@H](Cc1ccc(c(c1)S(=O)(=O)N)OC)C
tamsulosin,3692,Smallmolecule,None,-16,16,Human,408,11,2,6,2.3,CCOc1ccccc1OCCN[C@@H](Cc1ccc(c(c1)S(=O)(=O)N)OC)C
terguride,3721,Smallmolecule,None,-5,21,Human,340,3,2,2,2.9,CCN(C(=O)N[C@@H]1CN(C)[C@H]2[C@H](C1)c1cccc3c1c(C2)c[nH]3)CC
terguride,3721,Smallmolecule,None,-5,21,Human,340,3,2,2,2.9,CCN(C(=O)N[C@@H]1CN(C)[C@H]2[C@H](C1)c1cccc3c1c(C2)c[nH]3)CC
terguride,3721,Smallmolecule,None,-5,21,Human,340,3,2,2,2.9,CCN(C(=O)N[C@@H]1CN(C)[C@H]2[C@H](C1)c1cccc3c1c(C2)c[nH]3)CC
tertatolol,3723,Smallmolecule,3H-DPAT,-1,10,Human,295,5,2,4,2.9,OC(COc1cccc2c1SCCC2)CNC(C)(C)C
tertatolol,3723,Smallmolecule,3H-DPAT,-1,10,Human,295,5,2,4,2.9,OC(COc1cccc2c1SCCC2)CNC(C)(C)C
(-)-tertatolol,3724,Smallmolecule,None,-,1,Human,295,5,2,4,2.9,O[C@@H](COc1cccc2c1SCCC2)CNC(C)(C)C
TFMPP,3732,Smallmolecule,3H-8-OH-DPAT,-3,26,Human,230,1,1,2,2.1,FC(c1cccc(c1)N1CCNCC1)(F)F
thioridazine,3745,Smallmolecule,None,-36,55,Human,370,4,0,4,5.9,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1c(S2)cccc1
thioridazine,3745,Smallmolecule,None,-36,55,Human,370,4,0,4,5.9,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1c(S2)cccc1
thioridazine,3745,Smallmolecule,None,-36,55,Human,370,4,0,4,5.9,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1c(S2)cccc1
thiothixene,3746,Smallmolecule,None,-6,25,Human,443,5,0,5,3.5,CN1CCN(CC1)CC/C=C\1/c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C
timolol,3761,Smallmolecule,None,-10,9,Human,316,6,2,8,0.5,O[C@H](COc1nsnc1N1CCOCC1)CNC(C)(C)C
tiospirone,3762,Smallmolecule,None,-7,13,Human,440,6,0,6,3.9,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1nsc2c1cccc2
trifluoperazine,3799,Smallmolecule,3H-8-OH-DPAT,-489,29,Human,407,4,0,4,4.9,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F
trifluoperazine,3799,Smallmolecule,3H-8-OH-DPAT,-489,29,Human,407,4,0,4,4.9,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F
tryptamine,3817,Smallmolecule,3H-cAMP,-4,24,Human,160,2,2,1,1.7,NCCc1c[nH]c2c1cccc2
U92016A,3842,Smallmolecule,None,12,4,Human,295,5,1,2,4,CCCN([C@@H]1CCc2c(C1)c1cc([nH]c1cc2)C#N)CCC
U92016A,3842,Smallmolecule,None,12,4,Human,295,5,1,2,4,CCCN([C@@H]1CCc2c(C1)c1cc([nH]c1cc2)C#N)CCC
UNC9975,3878,Smallmolecule,None,-26,9,Human,462,7,1,5,4.6,O=C1CCc2c(N1)nc(cc2)OCCCCN1CCCN(CC1)c1cccc(c1Cl)Cl
UNC9975,3878,Smallmolecule,None,-26,9,Human,462,7,1,5,4.6,O=C1CCc2c(N1)nc(cc2)OCCCCN1CCCN(CC1)c1cccc(c1Cl)Cl
upidosin,3883,Smallmolecule,None,-13,5,Human,511,8,1,6,4.7,COc1ccccc1N1CCN(CC1)CCCNC(=O)c1cccc2c1oc(c1ccccc1)c(c2=O)C
volinanserin,3943,Smallmolecule,3H-8-OH-DPAT,-30902,37,Human,373,7,1,4,3.8,COc1cccc(c1OC)[C@@H](C1CCN(CC1)CCc1ccc(cc1)F)O
WAY-100135,4008,Smallmolecule,None,-,1,Human,395,6,1,4,3.5,COc1ccccc1N1CCN(CC1)CC(C(=O)NC(C)(C)C)c1ccccc1
xanomeline,4034,Smallmolecule,None,-4,18,Human,281,7,0,5,3.2,CCCCCCOc1nsnc1C1=CCCN(C1)C
xanomeline,4034,Smallmolecule,None,-4,18,Human,281,7,0,5,3.2,CCCCCCOc1nsnc1C1=CCCN(C1)C
xanomeline,4034,Smallmolecule,None,-4,18,Human,281,7,0,5,3.2,CCCCCCOc1nsnc1C1=CCCN(C1)C
yohimbine,4064,Smallmolecule,None,-331,49,Human,354,1,2,4,2.6,COC(=O)[C@H]1[C@@H](O)CC[C@@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1
yohimbine,4064,Smallmolecule,None,-331,49,Human,354,1,2,4,2.6,COC(=O)[C@H]1[C@@H](O)CC[C@@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1
yohimbine,4064,Smallmolecule,None,-331,49,Human,354,1,2,4,2.6,COC(=O)[C@H]1[C@@H](O)CC[C@@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1
zalospirone,4070,Smallmolecule,None,-,1,Human,419,6,0,6,1.6,O=C1N(CCCCN2CCN(CC2)c2ncccn2)C(=O)[C@@H]2[C@H]1[C@@H]1C=C[C@H]2[C@@H]2[C@H]1C=C2
zolmitriptan,4088,Smallmolecule,None,-47,7,Human,287,5,2,3,1.9,CN(CCc1c[nH]c2c1cc(C[C@H]1COC(=O)N1)cc2)C
zolmitriptan,4088,Smallmolecule,None,-47,7,Human,287,5,2,3,1.9,CN(CCc1c[nH]c2c1cc(C[C@H]1COC(=O)N1)cc2)C
zolmitriptan,4088,Smallmolecule,None,-47,7,Human,287,5,2,3,1.9,CN(CCc1c[nH]c2c1cc(C[C@H]1COC(=O)N1)cc2)C
zolmitriptan,4088,Smallmolecule,None,-47,7,Human,287,5,2,3,1.9,CN(CCc1c[nH]c2c1cc(C[C@H]1COC(=O)N1)cc2)C
zotepine,4089,Smallmolecule,None,-158,53,Human,331,4,0,3,4.9,CN(CCOC1=Cc2ccccc2Sc2c1cc(Cl)cc2)C
zotepine,4089,Smallmolecule,None,-158,53,Human,331,4,0,3,4.9,CN(CCOC1=Cc2ccccc2Sc2c1cc(Cl)cc2)C
zotepine,4089,Smallmolecule,None,-158,53,Human,331,4,0,3,4.9,CN(CCOC1=Cc2ccccc2Sc2c1cc(Cl)cc2)C
zotepine,4089,Smallmolecule,None,-158,53,Human,331,4,0,3,4.9,CN(CCOC1=Cc2ccccc2Sc2c1cc(Cl)cc2)C
CHEMBL10048,4187,Smallmolecule,None,5,2,Human,229,2,1,2,2.7,C=CCN1CCC2c3c(O)cccc3CCC21
MAZAPERTINE,4243,Smallmolecule,None,-128,13,Human,421,6,0,4,4.4,CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1
MAZAPERTINE,4243,Smallmolecule,None,-128,13,Human,421,6,0,4,4.4,CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1
CHEMBL101483,4346,Smallmolecule,None,-,1,Human,464,6,3,7,2.5,COC(=O)c1cc2c3c(ccc2[nH]1)OCC(CN1CCC(Nc2ccccc2)(C(N)=O)CC1)O3
CHEMBL105958,5099,Smallmolecule,None,-4,4,Human,335,3,2,4,3,CN1CCC(c2c[nH]c3ccc(NC(=O)c4ccncc4)nc23)CC1
DROPERIDOL,9172,Smallmolecule,None,-10,21,Human,379,6,1,4,3.7,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
CELECOXIB,11279,Smallmolecule,3H-8-OH-DPAT,-41,31,Human,381,3,1,4,3.5,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
CHEMBL121499,15261,Smallmolecule,None,-83,2,Human,407,7,3,5,1.9,NCCc1c[nH]c2ccc(OCC(=O)N3CCN(c4ccc(CN)cc4)CC3)cc12
CHEMBL1221497,15426,Smallmolecule,None,-,0,Human,381,4,1,4,3.4,CN1CCN(c2cccc(NS(=O)(=O)c3ccc4ccccc4c3)c2)CC1
CHEMBL1222364,15516,Smallmolecule,None,-,0,Human,409,5,0,4,3.8,CCN(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1
CHEMBL1254743,16886,Smallmolecule,None,-30,4,Human,438,13,1,7,4.2,COc1cccc([N+](=O)[O-])c1OCCNCCOc1ccccc1OCc1ccccc1
CHEMBL1257146,17109,Smallmolecule,None,11,3,Human,453,6,1,4,4.5,O=C1NCc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(Cl)c21
CHEMBL1257263,17142,Smallmolecule,None,42,3,Human,435,6,1,4,4.3,O=C1NCc2cc(Cl)c(OCCCN3CCN(c4cccc5ccccc45)CC3)cc21
CHEMBL1257858,17328,Smallmolecule,None,32,3,Human,415,6,1,4,4,Cc1cc2c(cc1OCCCN1CCN(c3cccc4ccccc34)CC1)C(=O)NC2
CHEMBL1258650,17565,Smallmolecule,None,7,3,Human,437,6,1,4,4,O=C1NCc2cc(F)c(OCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21
CHEMBL125989,17763,Smallmolecule,None,-3,5,Human,620,10,1,10,3.8,Cc1c(-c2ccccc2)oc2c(C(=O)NCCCN3CCN(c4ccccc4OCc4no[n+]([O-])c4C#N)CC3)cccc2c1=O
CHEMBL1276920,18466,Smallmolecule,None,-,0,Human,486,6,1,10,3.7,Cc1sc2nc(SCCCN3CCN(c4nc5ccccc5s4)CC3)n(N)c(=O)c2c1C
CHEMBL1277188,18493,Smallmolecule,None,-,0,Human,472,6,1,7,3,Nn1c(CCCCN2CCN(c3nc4ccccc4c4c3CCC4)CC2)nc2c(c1=O)CCCC2
CHEMBL134598,24742,Smallmolecule,None,-,1,Human,334,5,0,4,3.8,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1cccs1
CHEMBL135295,25577,Smallmolecule,None,1,2,Human,350,5,0,4,4.3,O=C(CCN1CCN(c2cccc3ccccc23)CC1)c1ccsc1
CHEMBL135451,25789,Smallmolecule,None,1,2,Human,416,6,1,5,4.8,COc1cc(Cl)ccc1N1CCN(CCC(O)c2csc3ccccc23)CC1
(1R,2S)-PHENYLPROPANOLAMINE,26905,Smallmolecule,3H-8-OH-DPAT,-38,43,PDSPKiDatabase,151,2,2,2,1.1
CHEMBL1631534,56094,Smallmolecule,None,-31,3,Human,346,4,1,4,3.5,Cc1ccc2c(N3CCN(CCc4cccc(N)c4)CC3)cccc2n1
DIBENZEPIN,35693,Smallmolecule,None,-125,6,Human,295,3,0,3,3,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
CHEMBL158210,51166,Smallmolecule,None,-,1,Human,243,5,2,2,3.1,C=CCN[C@@H]1CCc2cccc(O)c2[C@@H]1CC=C
CHEMBL158508,51530,Smallmolecule,None,-,1,Human,259,6,1,2,3.7,C=CC[C@@H]1c2c(cccc2OC)CC[C@H]1NCCC
CHEMBL1627308,55945,Smallmolecule,None,-95,3,Human,422,8,3,5,2.5,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2cc3ccccc3[nH]2)CC1
CHEMBL1632214,56172,Smallmolecule,None,-3,3,Human,480,7,1,5,5.2,COc1ccccc1C(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1
CHEMBL1645596,56826,Smallmolecule,None,-,1,Human,241,4,1,3,2.8,c1ccc(Oc2ccccc2OC2CNC2)cc1
CHEMBL1688991,58604,Smallmolecule,None,1,4,Human,413,10,1,4,3.5,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(CCF)cc2)CC1
CHEMBL1739656,59830,Smallmolecule,None,-2754,4,Human,434,4,3,5,3.5,O=C(Nc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1)C1CCNCC1
CHEMBL1744089,60011,Smallmolecule,None,112,2,Human,271,4,3,2,2.1,CCCN[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1
CHEMBL1774079,61614,Smallmolecule,None,-5,3,Human,436,7,1,6,3.3,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4OCCC5)CC3)nc2N1
CHEMBL1774064,61599,Smallmolecule,None,-14,3,Human,446,7,1,5,4.2,O=c1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2[nH]1
CHEMBL1774065,61600,Smallmolecule,None,-20,3,Human,446,7,1,5,4.2,O=c1ccc2cnc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1
CHEMBL1774066,61601,Smallmolecule,None,-52,3,Human,447,7,1,6,3.6,O=c1ccc2cnc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2[nH]1
CHEMBL1774067,61602,Smallmolecule,None,1,3,Human,414,7,1,5,3.6,O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)nc2N1
CHEMBL1774068,61603,Smallmolecule,None,1,3,Human,432,7,1,5,3.7,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(F)c4Cl)CC3)nc2N1
CHEMBL1774069,61604,Smallmolecule,None,-27,3,Human,428,7,1,5,3.9,Cc1cccc(N2CCN(CCCCOc3ccc4c(n3)NC(=O)CC4)CC2)c1Cl
CHEMBL1774070,61605,Smallmolecule,None,1,3,Human,394,7,1,5,3.3,Cc1ccccc1N1CCN(CCCCOc2ccc3c(n2)NC(=O)CC3)CC1
CHEMBL1774071,61606,Smallmolecule,None,-24,3,Human,408,7,1,5,3.6,Cc1cccc(N2CCN(CCCCOc3ccc4c(n3)NC(=O)CC4)CC2)c1C
CHEMBL1774072,61607,Smallmolecule,None,-5,3,Human,428,7,1,5,3.9,Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(n2)NC(=O)CC3)CC1
CHEMBL1774073,61608,Smallmolecule,None,-1,3,Human,432,7,1,5,3.7,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4F)CC3)nc2N1
CHEMBL1774074,61609,Smallmolecule,None,1,3,Human,482,7,1,5,4.6,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(C(F)(F)F)c4Cl)CC3)nc2N1
CHEMBL1774075,61610,Smallmolecule,None,-2,3,Human,482,7,1,5,4.6,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4C(F)(F)F)CC3)nc2N1
CHEMBL1774076,61611,Smallmolecule,None,-39,3,Human,420,7,1,5,3.4,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4CCC5)CC3)nc2N1
CHEMBL1774077,61612,Smallmolecule,None,-316,3,Human,434,7,1,5,3.8,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4CCCC5)CC3)nc2N1
CHEMBL1774078,61613,Smallmolecule,None,1,3,Human,436,7,1,6,3.3,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4CCCO5)CC3)nc2N1
PF-00217830,61615,Smallmolecule,None,-26,3,Human,430,7,1,5,4.1,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)nc2N1
CHEMBL1774081,61616,Smallmolecule,None,1,3,Human,448,7,1,5,4.2,O=C1CCc2ccc(OCCCCN3CCN(c4c(F)ccc5ccccc45)CC3)nc2N1
CHEMBL1774082,61617,Smallmolecule,None,-3,3,Human,448,7,1,5,4.2,O=C1CCc2ccc(OCCCCN3CCN(c4cc(F)cc5ccccc45)CC3)nc2N1
CHEMBL1774083,61618,Smallmolecule,None,1,3,Human,448,7,1,5,4.2,O=C1CCc2ccc(OCCCCN3CCN(c4ccc(F)c5ccccc45)CC3)nc2N1
CHEMBL1774084,61619,Smallmolecule,None,1,3,Human,448,7,1,5,4.2,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c(F)cccc45)CC3)nc2N1
CHEMBL1774085,61620,Smallmolecule,None,-1,3,Human,448,7,1,5,4.2,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)nc2N1
CHEMBL1774086,61621,Smallmolecule,None,-3,3,Human,448,7,1,5,4.2,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5ccc(F)cc45)CC3)nc2N1
CHEMBL1774087,61622,Smallmolecule,None,-1,3,Human,448,7,1,5,4.2,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)nc2N1
CHEMBL1774386,61662,Smallmolecule,None,-758,4,Human,463,7,1,4,5,O=C(NCCC(F)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1
CHEMBL1774532,61702,Smallmolecule,None,-5,4,Human,455,9,1,6,3.7,COc1ccc2oc(C(=O)NCCC(F)CN3CCN(c4ccccc4OC)CC3)cc2c1
CHEMBL1774533,61703,Smallmolecule,None,-63,4,Human,493,8,1,5,5,COc1ccc2oc(C(=O)NCCC(F)CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2c1
CHEMBL1774534,61704,Smallmolecule,None,-10,5,Human,424,8,2,4,3.5,COc1ccccc1N1CCN(CC(F)CCNC(=O)c2cc3ccccc3[nH]2)CC1
CHEMBL1774535,61705,Smallmolecule,None,-56,5,Human,462,7,2,3,4.8,O=C(NCCC(F)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1
CHEMBL1774536,61706,Smallmolecule,None,-30,4,Human,473,8,1,4,4.5,COc1ccccc1N1CCN(CC(F)CCNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1
CHEMBL1774537,61707,Smallmolecule,None,-2344,4,Human,511,7,1,3,5.8,O=C(NCCC(F)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2
CHEMBL1774538,61708,Smallmolecule,None,-36,4,Human,441,8,1,5,4.2,COc1ccccc1N1CCN(CC(F)CCNC(=O)c2cc3ccccc3s2)CC1
CHEMBL1774539,61709,Smallmolecule,None,-741,4,Human,479,7,1,4,5.5,O=C(NCCC(F)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1
CHEMBL1774540,61710,Smallmolecule,None,-257,4,Human,454,9,2,5,3.5,COc1ccc2[nH]c(C(=O)NCCC(F)CN3CCN(c4ccccc4OC)CC3)cc2c1
CHEMBL1774990,61752,Smallmolecule,None,-,1,Human,600,7,0,5,5,COc1ccccc1N1CCN(CCN(C(=O)C23CC4CC(CC(I)(C4)C2)C3)c2ccccn2)CC1
CHEMBL1774990,61752,Smallmolecule,None,-,1,Human,600,7,0,5,5,COc1ccccc1N1CCN(CCN(C(=O)C23CC4CC(CC(I)(C4)C2)C3)c2ccccn2)CC1
CHEMBL1774991,61753,Smallmolecule,None,50,7,Human,568,7,0,5,3.2,COc1ccccc1N1CCN(CCN(C(=O)C23C4C5C2C2C3C4C52I)c2ccccn2)CC1
CHEMBL1774991,61753,Smallmolecule,None,50,7,Human,568,7,0,5,3.2,COc1ccccc1N1CCN(CCN(C(=O)C23C4C5C2C2C3C4C52I)c2ccccn2)CC1
CHEMBL1774992,61754,Smallmolecule,None,-,1,Human,574,7,0,5,4.8,COc1ccccc1N1CCN(CCN(C(=O)C23CCC(I)(CC2)CC3)c2ccccn2)CC1
CHEMBL1774992,61754,Smallmolecule,None,-,1,Human,574,7,0,5,4.8,COc1ccccc1N1CCN(CCN(C(=O)C23CCC(I)(CC2)CC3)c2ccccn2)CC1
CHEMBL1774993,61755,Smallmolecule,None,-,1,Human,560,7,0,5,4.4,COc1ccccc1N1CCN(CCN(C(=O)C23CCC(I)(CC2)C3)c2ccccn2)CC1
CHEMBL1774993,61755,Smallmolecule,None,-,1,Human,560,7,0,5,4.4,COc1ccccc1N1CCN(CCN(C(=O)C23CCC(I)(CC2)C3)c2ccccn2)CC1
CHEMBL1774994,61756,Smallmolecule,None,-,1,Human,586,6,1,5,4.6,O=C(N(CCN1CCN(c2ccccc2O)CC1)c1ccccn1)C12CC3CC(C1)C(I)C(C3)C2
CHEMBL1774994,61756,Smallmolecule,None,-,1,Human,586,6,1,5,4.6,O=C(N(CCN1CCN(c2ccccc2O)CC1)c1ccccn1)C12CC3CC(C1)C(I)C(C3)C2
CHEMBL1774995,61757,Smallmolecule,None,26,7,Human,554,6,1,5,2.9,O=C(N(CCN1CCN(c2ccccc2O)CC1)c1ccccn1)C12C3C4C1C1C2C3C41I
